country_code,country_name,indicator_code,indicator_name,year,value
AUS,Australia,SP.POP.TOTL,population,2022,26018721.0
AUS,Australia,SP.POP.TOTL,population,2023,26659922.0
AUS,Australia,SP.POP.TOTL,population,2024,27196812.0
AUS,Australia,SL.UEM.TOTL.ZS,unemployment_percent,2014,6.078
AUS,Australia,SL.UEM.TOTL.ZS,unemployment_percent,2015,6.055
AUS,Australia,SL.UEM.TOTL.ZS,unemployment_percent,2016,5.711
AUS,Australia,SL.UEM.TOTL.ZS,unemployment_percent,2017,5.592
AUS,Australia,SL.UEM.TOTL.ZS,unemployment_percent,2018,5.345
AUS,Australia,SL.UEM.TOTL.ZS,unemployment_percent,2019,5.143
AUS,Australia,SL.UEM.TOTL.ZS,unemployment_percent,2020,6.394
AUS,Australia,SL.UEM.TOTL.ZS,unemployment_percent,2021,5.022
AUS,Australia,SL.UEM.TOTL.ZS,unemployment_percent,2022,3.728
AUS,Australia,SL.UEM.TOTL.ZS,unemployment_percent,2023,3.668
AUS,Australia,SL.UEM.TOTL.ZS,unemployment_percent,2024,3.942
BRA,Brazil,NY.GDP.MKTP.CD,gdp_current_usd,2014,2456043766032.38
BRA,Brazil,NY.GDP.MKTP.CD,gdp_current_usd,2015,1802211999456.42
BRA,Brazil,NY.GDP.MKTP.CD,gdp_current_usd,2016,1795693265999.04
BRA,Brazil,NY.GDP.MKTP.CD,gdp_current_usd,2017,2063514688805.78
BRA,Brazil,NY.GDP.MKTP.CD,gdp_current_usd,2018,1916933708352.71
BRA,Brazil,NY.GDP.MKTP.CD,gdp_current_usd,2019,1873288158838.63
BRA,Brazil,NY.GDP.MKTP.CD,gdp_current_usd,2020,1476107292151.95
BRA,Brazil,NY.GDP.MKTP.CD,gdp_current_usd,2021,1670647464062.96
BRA,Brazil,NY.GDP.MKTP.CD,gdp_current_usd,2022,1951923832083.87
BRA,Brazil,NY.GDP.MKTP.CD,gdp_current_usd,2023,2191131869706.02
BRA,Brazil,NY.GDP.MKTP.CD,gdp_current_usd,2024,2185821648943.86
BRA,Brazil,FP.CPI.TOTL.ZG,inflation_percent,2014,6.32904015516138
BRA,Brazil,FP.CPI.TOTL.ZG,inflation_percent,2015,9.02990102416136
BRA,Brazil,FP.CPI.TOTL.ZG,inflation_percent,2016,8.73914352329393
BRA,Brazil,FP.CPI.TOTL.ZG,inflation_percent,2017,3.44637335032669
BRA,Brazil,FP.CPI.TOTL.ZG,inflation_percent,2018,3.66485028376728
BRA,Brazil,FP.CPI.TOTL.ZG,inflation_percent,2019,3.73297621216893
BRA,Brazil,FP.CPI.TOTL.ZG,inflation_percent,2020,3.21176803803376
BRA,Brazil,FP.CPI.TOTL.ZG,inflation_percent,2021,8.30165975585673
BRA,Brazil,FP.CPI.TOTL.ZG,inflation_percent,2022,9.28010608956872
BRA,Brazil,FP.CPI.TOTL.ZG,inflation_percent,2023,4.59356282283203
BRA,Brazil,FP.CPI.TOTL.ZG,inflation_percent,2024,4.36746407652336
BRA,Brazil,SP.POP.TOTL,population,2014,200085127.0
BRA,Brazil,SP.POP.TOTL,population,2015,201675532.0
BRA,Brazil,SP.POP.TOTL,population,2016,203218114.0
BRA,Brazil,SP.POP.TOTL,population,2017,204703445.0
BRA,Brazil,SP.POP.TOTL,population,2018,206107261.0
BRA,Brazil,SP.POP.TOTL,population,2019,207455459.0
BRA,Brazil,SP.POP.TOTL,population,2020,208660842.0
BRA,Brazil,SP.POP.TOTL,population,2021,209550294.0
BRA,Brazil,SP.POP.TOTL,population,2022,210306415.0
BRA,Brazil,SP.POP.TOTL,population,2023,211140729.0
BRA,Brazil,SP.POP.TOTL,population,2024,211998573.0
BRA,Brazil,SL.UEM.TOTL.ZS,unemployment_percent,2014,6.755
BRA,Brazil,SL.UEM.TOTL.ZS,unemployment_percent,2015,8.538
BRA,Brazil,SL.UEM.TOTL.ZS,unemployment_percent,2016,11.58
BRA,Brazil,SL.UEM.TOTL.ZS,unemployment_percent,2017,12.792
BRA,Brazil,SL.UEM.TOTL.ZS,unemployment_percent,2018,12.329
BRA,Brazil,SL.UEM.TOTL.ZS,unemployment_percent,2019,11.936
BRA,Brazil,SL.UEM.TOTL.ZS,unemployment_percent,2020,13.697
BRA,Brazil,SL.UEM.TOTL.ZS,unemployment_percent,2021,13.158
BRA,Brazil,SL.UEM.TOTL.ZS,unemployment_percent,2022,9.231
BRA,Brazil,SL.UEM.TOTL.ZS,unemployment_percent,2023,7.947
BRA,Brazil,SL.UEM.TOTL.ZS,unemployment_percent,2024,6.801
CAN,Canada,NY.GDP.MKTP.CD,gdp_current_usd,2014,1805749878439.94
CAN,Canada,NY.GDP.MKTP.CD,gdp_current_usd,2015,1556508816217.14
CAN,Canada,NY.GDP.MKTP.CD,gdp_current_usd,2016,1527994741907.43
CAN,Canada,NY.GDP.MKTP.CD,gdp_current_usd,2017,1649265644244.09
CAN,Canada,NY.GDP.MKTP.CD,gdp_current_usd,2018,1725329192783.02
CAN,Canada,NY.GDP.MKTP.CD,gdp_current_usd,2019,1743725183672.52
CAN,Canada,NY.GDP.MKTP.CD,gdp_current_usd,2020,1655684730000.19
CAN,Canada,NY.GDP.MKTP.CD,gdp_current_usd,2021,2022378748423.23
CAN,Canada,NY.GDP.MKTP.CD,gdp_current_usd,2022,2190411080134.32
CAN,Canada,NY.GDP.MKTP.CD,gdp_current_usd,2023,2173339670064.33
CAN,Canada,NY.GDP.MKTP.CD,gdp_current_usd,2024,2243636826633.76
CAN,Canada,FP.CPI.TOTL.ZG,inflation_percent,2014,1.90663590717861
CAN,Canada,FP.CPI.TOTL.ZG,inflation_percent,2015,1.12524136094277
CAN,Canada,FP.CPI.TOTL.ZG,inflation_percent,2016,1.42875954701085
CAN,Canada,FP.CPI.TOTL.ZG,inflation_percent,2017,1.59688412852976
CAN,Canada,FP.CPI.TOTL.ZG,inflation_percent,2018,2.26822567248103
CAN,Canada,FP.CPI.TOTL.ZG,inflation_percent,2019,1.94926902411592
CAN,Canada,FP.CPI.TOTL.ZG,inflation_percent,2020,0.716999632307827
CAN,Canada,FP.CPI.TOTL.ZG,inflation_percent,2021,3.39519318527527
CAN,Canada,FP.CPI.TOTL.ZG,inflation_percent,2022,6.80280115341612
CAN,Canada,FP.CPI.TOTL.ZG,inflation_percent,2023,3.87900159788425
CAN,Canada,FP.CPI.TOTL.ZG,inflation_percent,2024,2.38158383281173
CAN,Canada,SP.POP.TOTL,population,2014,35434066.0
CAN,Canada,SP.POP.TOTL,population,2015,35704498.0
CAN,Canada,SP.POP.TOTL,population,2016,36110803.0
CAN,Canada,SP.POP.TOTL,population,2017,36545075.0
CAN,Canada,SP.POP.TOTL,population,2018,37072620.0
CAN,Canada,SP.POP.TOTL,population,2019,37618495.0
CAN,Canada,SP.POP.TOTL,population,2020,38028638.0
CAN,Canada,SP.POP.TOTL,population,2021,38239864.0
CAN,Canada,SP.POP.TOTL,population,2022,38935934.0
CAN,Canada,SP.POP.TOTL,population,2023,40083484.0
CAN,Canada,SP.POP.TOTL,population,2024,41288599.0
CAN,Canada,SL.UEM.TOTL.ZS,unemployment_percent,2014,7.023
CAN,Canada,SL.UEM.TOTL.ZS,unemployment_percent,2015,6.945
CAN,Canada,SL.UEM.TOTL.ZS,unemployment_percent,2016,7.038
CAN,Canada,SL.UEM.TOTL.ZS,unemployment_percent,2017,6.426
CAN,Canada,SL.UEM.TOTL.ZS,unemployment_percent,2018,5.837
CAN,Canada,SL.UEM.TOTL.ZS,unemployment_percent,2019,5.69
CAN,Canada,SL.UEM.TOTL.ZS,unemployment_percent,2020,9.657
CAN,Canada,SL.UEM.TOTL.ZS,unemployment_percent,2021,7.527
CAN,Canada,SL.UEM.TOTL.ZS,unemployment_percent,2022,5.279
CAN,Canada,SL.UEM.TOTL.ZS,unemployment_percent,2023,5.415
CAN,Canada,SL.UEM.TOTL.ZS,unemployment_percent,2024,6.351
CHN,China,NY.GDP.MKTP.CD,gdp_current_usd,2014,10674533168257.4
CHN,China,NY.GDP.MKTP.CD,gdp_current_usd,2015,11280814787468.9
CHN,China,NY.GDP.MKTP.CD,gdp_current_usd,2016,11456024084962.0
CHN,China,NY.GDP.MKTP.CD,gdp_current_usd,2017,12537559062282.9
CHN,China,NY.GDP.MKTP.CD,gdp_current_usd,2018,14147765772963.8
CHN,China,NY.GDP.MKTP.CD,gdp_current_usd,2019,14560167101283.4
CHN,China,NY.GDP.MKTP.CD,gdp_current_usd,2020,14996414166715.1
CHN,China,NY.GDP.MKTP.CD,gdp_current_usd,2021,18201698719564.0
CHN,China,NY.GDP.MKTP.CD,gdp_current_usd,2022,18316765021690.2
CHN,China,NY.GDP.MKTP.CD,gdp_current_usd,2023,18270356654533.2
CHN,China,NY.GDP.MKTP.CD,gdp_current_usd,2024,18743803170827.2
CHN,China,FP.CPI.TOTL.ZG,inflation_percent,2014,1.9216416278852
CHN,China,FP.CPI.TOTL.ZG,inflation_percent,2015,1.43702380935654
CHN,China,FP.CPI.TOTL.ZG,inflation_percent,2016,2.00000182191943
CHN,China,FP.CPI.TOTL.ZG,inflation_percent,2017,1.59313600071435
CHN,China,FP.CPI.TOTL.ZG,inflation_percent,2018,2.07479039965576
CHN,China,FP.CPI.TOTL.ZG,inflation_percent,2019,2.89923416358226
CHN,China,FP.CPI.TOTL.ZG,inflation_percent,2020,2.41942189457782
CHN,China,FP.CPI.TOTL.ZG,inflation_percent,2021,0.981015135544881
CHN,China,FP.CPI.TOTL.ZG,inflation_percent,2022,1.9735755573905
CHN,China,FP.CPI.TOTL.ZG,inflation_percent,2023,0.23483682889305
CHN,China,FP.CPI.TOTL.ZG,inflation_percent,2024,0.218128938439177
CHN,China,SP.POP.TOTL,population,2014,1371860000.0
CHN,China,SP.POP.TOTL,population,2015,1379860000.0
CHN,China,SP.POP.TOTL,population,2016,1387790000.0
CHN,China,SP.POP.TOTL,population,2017,1396215000.0
CHN,China,SP.POP.TOTL,population,2018,1402760000.0
CHN,China,SP.POP.TOTL,population,2019,1407745000.0
CHN,China,SP.POP.TOTL,population,2020,1411100000.0
CHN,China,SP.POP.TOTL,population,2021,1412360000.0
CHN,China,SP.POP.TOTL,population,2022,1412175000.0
CHN,China,SP.POP.TOTL,population,2023,1410710000.0
CHN,China,SP.POP.TOTL,population,2024,1408975000.0
CHN,China,SL.UEM.TOTL.ZS,unemployment_percent,2014,4.63
CHN,China,SL.UEM.TOTL.ZS,unemployment_percent,2015,4.65
CHN,China,SL.UEM.TOTL.ZS,unemployment_percent,2016,4.56
CHN,China,SL.UEM.TOTL.ZS,unemployment_percent,2017,4.47
CHN,China,SL.UEM.TOTL.ZS,unemployment_percent,2018,4.31
CHN,China,SL.UEM.TOTL.ZS,unemployment_percent,2019,4.56
CHN,China,SL.UEM.TOTL.ZS,unemployment_percent,2020,5.0
CHN,China,SL.UEM.TOTL.ZS,unemployment_percent,2021,4.55
CHN,China,SL.UEM.TOTL.ZS,unemployment_percent,2022,4.98
CHN,China,SL.UEM.TOTL.ZS,unemployment_percent,2023,4.67
CHN,China,SL.UEM.TOTL.ZS,unemployment_percent,2024,4.59
FRA,France,NY.GDP.MKTP.CD,gdp_current_usd,2014,2861236112552.42
FRA,France,NY.GDP.MKTP.CD,gdp_current_usd,2015,2442483452642.5
FRA,France,NY.GDP.MKTP.CD,gdp_current_usd,2016,2470407619777.13
FRA,France,NY.GDP.MKTP.CD,gdp_current_usd,2017,2588868323334.71
FRA,France,NY.GDP.MKTP.CD,gdp_current_usd,2018,2781576320884.39
FRA,France,NY.GDP.MKTP.CD,gdp_current_usd,2019,2722793515171.76
FRA,France,NY.GDP.MKTP.CD,gdp_current_usd,2020,2647926055110.05
FRA,France,NY.GDP.MKTP.CD,gdp_current_usd,2021,2966433692008.09
FRA,France,NY.GDP.MKTP.CD,gdp_current_usd,2022,2794788137066.94
FRA,France,NY.GDP.MKTP.CD,gdp_current_usd,2023,3056250648138.29
FRA,France,NY.GDP.MKTP.CD,gdp_current_usd,2024,3160442622465.08
FRA,France,FP.CPI.TOTL.ZG,inflation_percent,2014,0.507758822937989
FRA,France,FP.CPI.TOTL.ZG,inflation_percent,2015,0.0375143805125181
FRA,France,FP.CPI.TOTL.ZG,inflation_percent,2016,0.183334861123764
FRA,France,FP.CPI.TOTL.ZG,inflation_percent,2017,1.03228275064681
FRA,France,FP.CPI.TOTL.ZG,inflation_percent,2018,1.85081508315492
FRA,France,FP.CPI.TOTL.ZG,inflation_percent,2019,1.10825492288293
FRA,France,FP.CPI.TOTL.ZG,inflation_percent,2020,0.476498852725065
FRA,France,FP.CPI.TOTL.ZG,inflation_percent,2021,1.64233141038393
FRA,France,FP.CPI.TOTL.ZG,inflation_percent,2022,5.22236748369725
FRA,France,FP.CPI.TOTL.ZG,inflation_percent,2023,4.8783572650844
FRA,France,FP.CPI.TOTL.ZG,inflation_percent,2024,1.99904942291462
FRA,France,SP.POP.TOTL,population,2014,66312067.0
FRA,France,SP.POP.TOTL,population,2015,66548272.0
FRA,France,SP.POP.TOTL,population,2016,66724104.0
FRA,France,SP.POP.TOTL,population,2017,66918020.0
FRA,France,SP.POP.TOTL,population,2018,67158348.0
FRA,France,SP.POP.TOTL,population,2019,67382061.0
FRA,France,SP.POP.TOTL,population,2020,67601110.0
FRA,France,SP.POP.TOTL,population,2021,67842811.0
FRA,France,SP.POP.TOTL,population,2022,68184457.0
FRA,France,SP.POP.TOTL,population,2023,68372286.0
FRA,France,SP.POP.TOTL,population,2024,68551653.0
FRA,France,SL.UEM.TOTL.ZS,unemployment_percent,2014,10.273
FRA,France,SL.UEM.TOTL.ZS,unemployment_percent,2015,10.354
FRA,France,SL.UEM.TOTL.ZS,unemployment_percent,2016,10.057
FRA,France,SL.UEM.TOTL.ZS,unemployment_percent,2017,9.409
FRA,France,SL.UEM.TOTL.ZS,unemployment_percent,2018,9.018
FRA,France,SL.UEM.TOTL.ZS,unemployment_percent,2019,8.415
FRA,France,SL.UEM.TOTL.ZS,unemployment_percent,2020,8.009
FRA,France,SL.UEM.TOTL.ZS,unemployment_percent,2021,7.871
FRA,France,SL.UEM.TOTL.ZS,unemployment_percent,2022,7.303
FRA,France,SL.UEM.TOTL.ZS,unemployment_percent,2023,7.335
FRA,France,SL.UEM.TOTL.ZS,unemployment_percent,2024,7.4
DEU,Germany,NY.GDP.MKTP.CD,gdp_current_usd,2014,3964870735760.77
DEU,Germany,NY.GDP.MKTP.CD,gdp_current_usd,2015,3425099578746.09
DEU,Germany,NY.GDP.MKTP.CD,gdp_current_usd,2016,3536787895179.0
DEU,Germany,NY.GDP.MKTP.CD,gdp_current_usd,2017,3765351626105.89
DEU,Germany,NY.GDP.MKTP.CD,gdp_current_usd,2018,4055433215301.96
DEU,Germany,NY.GDP.MKTP.CD,gdp_current_usd,2019,3959894794039.21
DEU,Germany,NY.GDP.MKTP.CD,gdp_current_usd,2020,3941398957073.94
DEU,Germany,NY.GDP.MKTP.CD,gdp_current_usd,2021,4355251953410.78
DEU,Germany,NY.GDP.MKTP.CD,gdp_current_usd,2022,4201021706478.62
DEU,Germany,NY.GDP.MKTP.CD,gdp_current_usd,2023,4562207532490.28
DEU,Germany,NY.GDP.MKTP.CD,gdp_current_usd,2024,4685592577804.69
DEU,Germany,FP.CPI.TOTL.ZG,inflation_percent,2014,0.906794000434245
DEU,Germany,FP.CPI.TOTL.ZG,inflation_percent,2015,0.514426137125456
DEU,Germany,FP.CPI.TOTL.ZG,inflation_percent,2016,0.491747008445174
DEU,Germany,FP.CPI.TOTL.ZG,inflation_percent,2017,1.50949485109628
DEU,Germany,FP.CPI.TOTL.ZG,inflation_percent,2018,1.73216879766941
DEU,Germany,FP.CPI.TOTL.ZG,inflation_percent,2019,1.44565976888253
DEU,Germany,FP.CPI.TOTL.ZG,inflation_percent,2020,0.144877925813981
DEU,Germany,FP.CPI.TOTL.ZG,inflation_percent,2021,3.06666666666673
DEU,Germany,FP.CPI.TOTL.ZG,inflation_percent,2022,6.87257438551096
DEU,Germany,FP.CPI.TOTL.ZG,inflation_percent,2023,5.94643667725823
DEU,Germany,FP.CPI.TOTL.ZG,inflation_percent,2024,2.2564981433876
DEU,Germany,SP.POP.TOTL,population,2014,80982500.0
DEU,Germany,SP.POP.TOTL,population,2015,81686611.0
DEU,Germany,SP.POP.TOTL,population,2016,82348669.0
DEU,Germany,SP.POP.TOTL,population,2017,82657002.0
DEU,Germany,SP.POP.TOTL,population,2018,82905782.0
DEU,Germany,SP.POP.TOTL,population,2019,83092962.0
DEU,Germany,SP.POP.TOTL,population,2020,83160871.0
DEU,Germany,SP.POP.TOTL,population,2021,83196078.0
DEU,Germany,SP.POP.TOTL,population,2022,83177813.0
DEU,Germany,SP.POP.TOTL,population,2023,83287273.0
DEU,Germany,SP.POP.TOTL,population,2024,83516593.0
DEU,Germany,SL.UEM.TOTL.ZS,unemployment_percent,2014,4.979
DEU,Germany,SL.UEM.TOTL.ZS,unemployment_percent,2015,4.612
DEU,Germany,SL.UEM.TOTL.ZS,unemployment_percent,2016,4.104
DEU,Germany,SL.UEM.TOTL.ZS,unemployment_percent,2017,3.781
DEU,Germany,SL.UEM.TOTL.ZS,unemployment_percent,2018,3.384
DEU,Germany,SL.UEM.TOTL.ZS,unemployment_percent,2019,3.163
DEU,Germany,SL.UEM.TOTL.ZS,unemployment_percent,2020,3.881
DEU,Germany,SL.UEM.TOTL.ZS,unemployment_percent,2021,3.594
DEU,Germany,SL.UEM.TOTL.ZS,unemployment_percent,2022,3.137
DEU,Germany,SL.UEM.TOTL.ZS,unemployment_percent,2023,3.071
DEU,Germany,SL.UEM.TOTL.ZS,unemployment_percent,2024,3.4
IND,India,NY.GDP.MKTP.CD,gdp_current_usd,2014,2039126479154.52
IND,India,NY.GDP.MKTP.CD,gdp_current_usd,2015,2103588360044.94
IND,India,NY.GDP.MKTP.CD,gdp_current_usd,2016,2294796885663.16
IND,India,NY.GDP.MKTP.CD,gdp_current_usd,2017,2651474262755.45
IND,India,NY.GDP.MKTP.CD,gdp_current_usd,2018,2702929641648.74
IND,India,NY.GDP.MKTP.CD,gdp_current_usd,2019,2835606256558.19
IND,India,NY.GDP.MKTP.CD,gdp_current_usd,2020,2674851578587.27
IND,India,NY.GDP.MKTP.CD,gdp_current_usd,2021,3167270623260.47
IND,India,NY.GDP.MKTP.CD,gdp_current_usd,2022,3346107287730.93
IND,India,NY.GDP.MKTP.CD,gdp_current_usd,2023,3638489096033.86
IND,India,NY.GDP.MKTP.CD,gdp_current_usd,2024,3909891533858.08
IND,India,FP.CPI.TOTL.ZG,inflation_percent,2014,6.66565671867899
IND,India,FP.CPI.TOTL.ZG,inflation_percent,2015,4.90697344127256
IND,India,FP.CPI.TOTL.ZG,inflation_percent,2016,4.94821634062141
IND,India,FP.CPI.TOTL.ZG,inflation_percent,2017,3.32817337461298
IND,India,FP.CPI.TOTL.ZG,inflation_percent,2018,3.9388264669163
IND,India,FP.CPI.TOTL.ZG,inflation_percent,2019,3.72950573539129
IND,India,FP.CPI.TOTL.ZG,inflation_percent,2020,6.62343677628535
IND,India,FP.CPI.TOTL.ZG,inflation_percent,2021,5.13140747176369
IND,India,FP.CPI.TOTL.ZG,inflation_percent,2022,6.69903414079852
IND,India,FP.CPI.TOTL.ZG,inflation_percent,2023,5.64914318907925
IND,India,FP.CPI.TOTL.ZG,inflation_percent,2024,4.95303550973656
IND,India,SP.POP.TOTL,population,2014,1312277191.0
IND,India,SP.POP.TOTL,population,2015,1328024498.0
IND,India,SP.POP.TOTL,population,2016,1343944296.0
IND,India,SP.POP.TOTL,population,2017,1359657400.0
IND,India,SP.POP.TOTL,population,2018,1374659064.0
IND,India,SP.POP.TOTL,population,2019,1389030312.0
IND,India,SP.POP.TOTL,population,2020,1402617695.0
IND,India,SP.POP.TOTL,population,2021,1414203896.0
IND,India,SP.POP.TOTL,population,2022,1425423212.0
IND,India,SP.POP.TOTL,population,2023,1438069596.0
IND,India,SP.POP.TOTL,population,2024,1450935791.0
IND,India,SL.UEM.TOTL.ZS,unemployment_percent,2014,7.656
IND,India,SL.UEM.TOTL.ZS,unemployment_percent,2015,7.629
IND,India,SL.UEM.TOTL.ZS,unemployment_percent,2016,7.611
IND,India,SL.UEM.TOTL.ZS,unemployment_percent,2017,7.626
IND,India,SL.UEM.TOTL.ZS,unemployment_percent,2018,7.652
IND,India,SL.UEM.TOTL.ZS,unemployment_percent,2019,6.51
IND,India,SL.UEM.TOTL.ZS,unemployment_percent,2020,7.859
IND,India,SL.UEM.TOTL.ZS,unemployment_percent,2021,6.38
IND,India,SL.UEM.TOTL.ZS,unemployment_percent,2022,4.822
IND,India,SL.UEM.TOTL.ZS,unemployment_percent,2023,4.172
IND,India,SL.UEM.TOTL.ZS,unemployment_percent,2024,4.173
JPN,Japan,NY.GDP.MKTP.CD,gdp_current_usd,2014,4896994405353.29
JPN,Japan,NY.GDP.MKTP.CD,gdp_current_usd,2015,4444930651964.18
JPN,Japan,NY.GDP.MKTP.CD,gdp_current_usd,2016,5003677627544.24
JPN,Japan,NY.GDP.MKTP.CD,gdp_current_usd,2017,4930837369151.42
JPN,Japan,NY.GDP.MKTP.CD,gdp_current_usd,2018,5040880939324.86
JPN,Japan,NY.GDP.MKTP.CD,gdp_current_usd,2019,5117993853016.51
JPN,Japan,NY.GDP.MKTP.CD,gdp_current_usd,2020,5054068005376.28
JPN,Japan,NY.GDP.MKTP.CD,gdp_current_usd,2021,5039148168861.22
JPN,Japan,NY.GDP.MKTP.CD,gdp_current_usd,2022,4262463317796.53
JPN,Japan,NY.GDP.MKTP.CD,gdp_current_usd,2023,4213167237905.83
JPN,Japan,NY.GDP.MKTP.CD,gdp_current_usd,2024,4027597523550.58
JPN,Japan,FP.CPI.TOTL.ZG,inflation_percent,2014,2.75922671353253
JPN,Japan,FP.CPI.TOTL.ZG,inflation_percent,2015,0.795279630579839
JPN,Japan,FP.CPI.TOTL.ZG,inflation_percent,2016,-0.127258844489754
JPN,Japan,FP.CPI.TOTL.ZG,inflation_percent,2017,0.484199796126385
JPN,Japan,FP.CPI.TOTL.ZG,inflation_percent,2018,0.989094598021848
JPN,Japan,FP.CPI.TOTL.ZG,inflation_percent,2019,0.46877615938395
JPN,Japan,FP.CPI.TOTL.ZG,inflation_percent,2020,-0.024995834027731
JPN,Japan,FP.CPI.TOTL.ZG,inflation_percent,2021,-0.233352779398264
JPN,Japan,FP.CPI.TOTL.ZG,inflation_percent,2022,2.49770278172255
JPN,Japan,FP.CPI.TOTL.ZG,inflation_percent,2023,3.26813365933163
JPN,Japan,FP.CPI.TOTL.ZG,inflation_percent,2024,2.73853681635241
JPN,Japan,SP.POP.TOTL,population,2014,127276000.0
JPN,Japan,SP.POP.TOTL,population,2015,127141000.0
JPN,Japan,SP.POP.TOTL,population,2016,127076000.0
JPN,Japan,SP.POP.TOTL,population,2017,126972000.0
JPN,Japan,SP.POP.TOTL,population,2018,126811000.0
JPN,Japan,SP.POP.TOTL,population,2019,126633000.0
JPN,Japan,SP.POP.TOTL,population,2020,126261000.0
JPN,Japan,SP.POP.TOTL,population,2021,125681593.0
JPN,Japan,SP.POP.TOTL,population,2022,125124989.0
JPN,Japan,SP.POP.TOTL,population,2023,124516650.0
JPN,Japan,SP.POP.TOTL,population,2024,123975371.0
JPN,Japan,SL.UEM.TOTL.ZS,unemployment_percent,2014,3.589
JPN,Japan,SL.UEM.TOTL.ZS,unemployment_percent,2015,3.385
JPN,Japan,SL.UEM.TOTL.ZS,unemployment_percent,2016,3.132
JPN,Japan,SL.UEM.TOTL.ZS,unemployment_percent,2017,2.822
JPN,Japan,SL.UEM.TOTL.ZS,unemployment_percent,2018,2.467
JPN,Japan,SL.UEM.TOTL.ZS,unemployment_percent,2019,2.351
JPN,Japan,SL.UEM.TOTL.ZS,unemployment_percent,2020,2.809
JPN,Japan,SL.UEM.TOTL.ZS,unemployment_percent,2021,2.808
JPN,Japan,SL.UEM.TOTL.ZS,unemployment_percent,2022,2.614
JPN,Japan,SL.UEM.TOTL.ZS,unemployment_percent,2023,2.6
JPN,Japan,SL.UEM.TOTL.ZS,unemployment_percent,2024,2.5
GBR,United Kingdom,NY.GDP.MKTP.CD,gdp_current_usd,2014,3085362169410.29
GBR,United Kingdom,NY.GDP.MKTP.CD,gdp_current_usd,2015,2945579890258.46
GBR,United Kingdom,NY.GDP.MKTP.CD,gdp_current_usd,2016,2706807606538.73
GBR,United Kingdom,NY.GDP.MKTP.CD,gdp_current_usd,2017,2699118387873.1
GBR,United Kingdom,NY.GDP.MKTP.CD,gdp_current_usd,2018,2897028009916.05
GBR,United Kingdom,NY.GDP.MKTP.CD,gdp_current_usd,2019,2875710080015.3
GBR,United Kingdom,NY.GDP.MKTP.CD,gdp_current_usd,2020,2724001478304.59
GBR,United Kingdom,NY.GDP.MKTP.CD,gdp_current_usd,2021,3194559188925.93
GBR,United Kingdom,NY.GDP.MKTP.CD,gdp_current_usd,2022,3181244350465.41
GBR,United Kingdom,NY.GDP.MKTP.CD,gdp_current_usd,2023,3420796653789.08
GBR,United Kingdom,NY.GDP.MKTP.CD,gdp_current_usd,2024,3686033044482.13
GBR,United Kingdom,FP.CPI.TOTL.ZG,inflation_percent,2014,1.45112016293279
GBR,United Kingdom,FP.CPI.TOTL.ZG,inflation_percent,2015,0.36804684232536
